week,order_ID,item_id,amount,price_unit,price_total,date,day,timestamp,time,store_type,store_name,promo,item_type,category
1,1,RABEKO choco light 250g,2,2.82,5.64,2021-11-23,Tuesday,12:32:00,noon,supermarket,Okay,0,chocolate spread,breakfast & spreads
1,1,JOYVALLE pudding griesmeel natuur 135g,4,0.99,3.96,2021-11-23,Tuesday,12:32:00,noon,supermarket,Okay,0,pudding,dairy & plant based
1,1,BONI tomatensoep met balletjes 950ml,1,1.99,1.99,2021-11-23,Tuesday,12:32:00,noon,supermarket,Okay,0,soup,canned foods
1,1,LIEBIG DELISOUP 9 groenten brik 1L,1,2.59,2.59,2021-11-23,Tuesday,12:32:00,noon,supermarket,Okay,0,soup,canned foods
1,1,LIEBIG DELISOUP tom. Balletjes brik 1L,1,2.59,2.59,2021-11-23,Tuesday,12:32:00,noon,supermarket,Okay,0,soup,canned foods
1,2,KLEIN GROF GESN. ,1,1.3,1.3,2021-11-23,Tuesday,12:39:00,noon,bakery,Sys,0,bread,bakery
1,2,CHOCOLADEKOEK,2,1.2,2.4,2021-11-23,Tuesday,12:39:00,noon,bakery,Sys,0,danish,bakery
1,2,SANDWICH,4,0.6,2.4,2021-11-23,Tuesday,12:39:00,noon,bakery,Sys,0,sandwich,bakery
1,3,WRAP KIP,1,3.0,3.0,2021-11-24,Wednesday,12:32:00,noon,supermarket,Albert Heijn,1,lunch,"meat, fish & veggie"
1,3,AH EGGWRAP,1,3.99,3.99,2021-11-24,Wednesday,12:32:00,noon,supermarket,Albert Heijn,1,lunch,"meat, fish & veggie"
1,4,CRODINO 8+2,1,4.49,4.49,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,alcoholic drinks,beverages
1,4,400GR 365 APPELCOMP,1,0.75,0.75,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,apple sauce,canned foods
1,4,JONAGOLD,1,0.8958599999999999,0.8958599999999999,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,apples,fruit & vegetables
1,4,ZOE PUNTPAPRIKA R,1,0.7787000000000001,0.7787000000000001,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,bell peppers,fruit & vegetables
1,4,BLAUWE BESSEN 500G,1,5.99,5.99,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,1,blueberries,fruit & vegetables
1,4,400GR BROCCOLI,1,0.99,0.99,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,broccoli,fruit & vegetables
1,4,Bayonneham,1,1.7766000000000002,1.7766000000000002,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
1,4,Italiaanse kiprollade,1,1.52588,1.52588,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
1,4,Kippenwit,1,1.4688,1.4688,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
1,4,WATOU SPECIAL,1,4.09,4.09,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,cheese,dairy & plant based
1,4,KIPFILET PER 2 ST,1,5.52,5.52,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,chicken,"meat, fish & veggie"
1,4,BIESLOOK 20GR,1,1.05,1.05,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,chives,fruit & vegetables
1,4,1L CECEMEL LESS-SU,1,1.89,1.89,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,chocolate milk,dairy & plant based
1,4,CLEMENTIJNEN BLAD,1,0.8865000000000001,0.8865000000000001,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,clementines,fruit & vegetables
1,4,6X33C COCA ZERO,1,4.35,4.35,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,coke,beverages
1,4,DANONE KAAS 500G,1,1.8,1.8,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,cream cheese,dairy & plant based
1,4,KOMKOMMER,1,0.69,0.69,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,cucumber,fruit & vegetables
1,4,AUBERGINES,1,0.84376,0.84376,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,eggplant,fruit & vegetables
1,4,AUBERGINES,1,0.44178,0.44178,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,eggplant,fruit & vegetables
1,4,Langoustine salade,1,2.85776,2.85776,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,fish spread,"meat, fish & veggie"
1,4,LOOK ZAKJE 100GR,1,0.59,0.59,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,garlic,fruit & vegetables
1,4,Prepare,1,1.8018,1.8018,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,meat spread,"meat, fish & veggie"
1,4,GEHAKT VARKEN RUND,1,4.44,4.44,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,minced meat,"meat, fish & veggie"
1,4,GEHAKT VARKEN RUND,1,3.87,3.87,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,minced meat,"meat, fish & veggie"
1,4,LAMSGEHAKT,1,7.12,7.12,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,minced meat,"meat, fish & veggie"
1,4,JONGE AJUIN,1,1.09,1.09,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,onions,fruit & vegetables
1,4,EETSINAASAP / BULK,1,1.55854,1.55854,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,oranges,fruit & vegetables
1,4,BIO PETERSELIE,1,1.15,1.15,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,parsley,fruit & vegetables
1,4,CONFERENCE,1,0.9309999999999999,0.9309999999999999,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,pears,fruit & vegetables
1,4,1X5 PITABROODJES,1,1.19,1.19,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,pita bread,bakery
1,4,BIO BUTTERNUT,1,3.5461400000000003,3.5461400000000003,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,pumpkin,fruit & vegetables
1,4,KROPSLA VERPAKT,1,1.55,1.55,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,salad,fruit & vegetables
1,4,BOTERSANDWICH DAGV,6,0.45,2.7,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,sandwich,bakery
1,4,365 SJALOT 1KG,1,2.05,2.05,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,shallot,fruit & vegetables
1,4,PADDESTOELEN 250G,1,0.85,0.85,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,skyr,fruit & vegetables
1,4,SPINAZIE 450G,1,1.85,1.85,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,spinach,fruit & vegetables
1,4,BIO ZOETE AARD,1,2.5622999999999996,2.5622999999999996,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,1,sweet potatoes,fruit & vegetables
1,4,20 CLIPPER LEM&GIC BIO,1,2.99,2.99,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,tea,beverages
1,4,20 CLI RAS7MIN BIO,1,2.99,2.99,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,tea,beverages
1,4,20 CLI SNORE&P BIO,2,3.19,6.38,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,1,tea,beverages
1,4,DLL T. PAPIER,1,4.35,4.35,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,toiletpaper,household
1,4,EMMER TOMAAT 500G,1,2.99,2.99,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,tomatoes,fruit & vegetables
1,4,VLEESTOMAAT BULK,1,0.68456,0.68456,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,tomatoes,fruit & vegetables
1,4,YT NAT MAGERE,1,1.01,1.01,2021-11-26,Friday,17:25:00,afternoon,supermarket,Delhaize,0,yoghurt,dairy & plant based
2,5,AH MLTSALADE,1,3.99,3.99,2021-12-01,Wednesday,11:43:00,morning,supermarket,Albert Heijn,0,lunch salad,fruit & vegetables
2,6,KLEIN GROF GESN. ,1,1.7,1.7,2021-12-01,Wednesday,09:57:00,morning,bakery,Sys,0,bread,bakery
2,6,CHOCOLADEKOEK,2,1.2,2.4,2021-12-01,Wednesday,09:57:00,morning,bakery,Sys,0,danish,bakery
2,6,SANDWICH,6,0.6,3.5999999999999996,2021-12-01,Wednesday,09:57:00,morning,bakery,Sys,0,sandwich,bakery
2,7,BONI saus andalouse TD 420ml,1,1.29,1.29,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,andalouse sauce,condiments
2,7,EVERYDAY appelcompote stuk 710g,1,0.91,0.91,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,apple sauce,canned foods
2,7,paprika punt zoet rood Los,1,0.60878,0.60878,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,bell peppers,fruit & vegetables
2,7,EVERYDAY doperwt wortel zeer fijn 400g,2,0.79,1.58,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,carrots and peas,canned foods
2,7,knolselder 1stuk,1,1.29,1.29,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,celeriac,fruit & vegetables
2,7,BONI Spaghetti Mix geraspt 200g,1,1.39,1.39,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,cheese,dairy & plant based
2,7,BONI gouda light sneetjes 250g,1,2.49,2.49,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,cheese,dairy & plant based
2,7,"OKAY gebakken kip met saus 1,1kg",1,7.09,7.09,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,chicken,"meat, fish & veggie"
2,7,Witloof extra Flandria Los,1,0.5307,0.5307,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,chicory,fruit & vegetables
2,7,RABEKO Choco light 250g,1,2.82,2.82,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,chocolate spread,breakfast & spreads
2,7,BONI kokosmelk blik 400g,2,0.99,1.98,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,coconut milk,cooking aid
2,7,BONI Lungo cups UTZ 16st,1,2.89,2.89,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,coffee,beverages
2,7,ALPRO CUISINE soyaroom li 5%vg brik 25cl,3,1.85,5.550000000000001,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,cream,dairy & plant based
2,7,wegwerp mondmaskers volwassenen 5st,1,1.58,1.58,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,face masks,non-food
2,7,BONI gedroogde vijgen 500g,1,2.79,2.79,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,figs,"nuts, seeds & dried fruit"
2,7,BELVIVA pom'pin 750g,1,3.39,3.39,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,french fries,frozen foods
2,7,prei Los,1,1.82182,1.82182,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,leek,fruit & vegetables
2,7,OKAY kippengehakt 500g,1,3.796923,3.796923,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,minced meat,"meat, fish & veggie"
2,7,OKAY gekruid kalfsgehakt 400g,1,6.085940000000001,6.085940000000001,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,minced meat,"meat, fish & veggie"
2,7,SPAGHERONI pastasaus tradizionale 520g,1,2.8,2.8,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,pasta sauce,condiments
2,7,EVERYDAY halve perzik siroop blik 820g,1,0.75,0.75,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,peaches,canned foods
2,7,BONI spaghetti volkoren 500g,1,0.89,0.89,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,spaghetti,pasta & rice
2,7,BONI zoete aardappel (los),1,1.51892,1.51892,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,sweet potatoes,fruit & vegetables
2,7,BONI tonic 50cl,6,0.325,1.9500000000000002,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,tonic,beverages
2,7,BONI spaghettigroenten 400g,1,1.49,1.49,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,vegetable mix,fruit & vegetables
2,7,FLORETTE groentenmix Bordje Krokant 250g,1,1.69,1.69,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,1,vegetable mix,fruit & vegetables
2,8,INEX yoghurt halfvol framboos 4x125g,1,1.89,1.89,2021-12-02,Thursday,15:26:00,afternoon,supermarket,Okay,0,yoghurt,dairy & plant based
2,8,boerenring,1,4.352399999999999,4.352399999999999,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,charcuterie,"meat, fish & veggie"
2,8,chateaubriand,1,7.7185,7.7185,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,charcuterie,"meat, fish & veggie"
2,8,kippenroulade peterselie,1,2.024,2.024,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,charcuterie,"meat, fish & veggie"
2,8,kippenwit,1,1.7640000000000002,1.7640000000000002,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,charcuterie,"meat, fish & veggie"
2,8,neptunus cocktail,1,2.3855999999999997,2.3855999999999997,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,meat spread,"meat, fish & veggie"
2,8,prepare,1,1.7999999999999998,1.7999999999999998,2021-12-02,Thursday,15:48:00,afternoon,butcher,Brabo,0,meat spread,"meat, fish & veggie"
2,9,GROOT GROF GESN. ,2,2.5,5.0,2021-12-05,Sunday,09:24:00,morning,bakery,Sys,0,bread,bakery
2,10,AH TABLET,1,0.59,0.59,2021-12-09,Sunday,10:55:00,morning,supermarket,Albert Heijn,0,chocolate,snacks
2,10,AH MLTSALADE,1,5.49,5.49,2021-12-09,Sunday,10:55:00,morning,supermarket,Albert Heijn,1,lunch salad,fruit & vegetables
2,11,GROF BROOD GESN.,1,2.5,2.5,2021-12-05,Sunday,10:54:00,morning,bakery,Sys,0,bread,bakery
2,11,SANDWICH,4,0.6,2.4,2021-12-05,Sunday,10:54:00,morning,bakery,Sys,0,sandwich,bakery
3,12,EVERYDAY Jonagold appelen 6st 1kg,1,0.89298,0.89298,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,apples,fruit & vegetables
3,12,BONI noordkriek ontpit siroop bok 700g,2,1.25,2.5,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,cherries,canned foods
3,12,KELLOGG'S TRéSOR choco-hazelnoot 450g,1,4.26,4.26,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,cereal,breakfast & spreads
3,12,WEIGHT WATCHERS kipfilet sneetjes 120g,1,2.35,2.35,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,charcuterie,"meat, fish & veggie"
3,12,BREYDEL Breydelham 180g,1,3.09,3.09,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,charcuterie,"meat, fish & veggie"
3,12,OKAY Ardeens gehaktbrood 500g,1,5.846766000000001,5.846766000000001,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,1,charcuterie,"meat, fish & veggie"
3,12,OKAY Ardeens gehaktbrood 500g,1,5.563108000000001,5.563108000000001,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,1,charcuterie,"meat, fish & veggie"
3,12,PORT SALUT 135g,1,2.99,2.99,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,cheese,dairy & plant based
3,12,BEEMSTERLITE jong belegen sneetjes 250g,1,3.23741,3.23741,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,cheese,dairy & plant based
3,12,RABEKO Choco light 250g,2,2.82,5.64,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,chocolate spread,breakfast & spreads
3,12,ALPRO kokosnootdrink 1L,1,2.45,2.45,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,coconut drink,dairy & plant based
3,12,PUR NATUR BIO Panna Cotta 2x125g ,2,2.72,5.44,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,1,dessert,dairy & plant based
3,12,EVERYDAY dessert liégeois chocolade 200g,4,0.19,0.76,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,dessert,dairy & plant based
3,12,ALPRO karamel dessert 4x125g,1,2.29,2.29,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,dessert,dairy & plant based
3,12,BONI Green Tea niet-bruisend 33cl,6,0.358,2.1479999999999997,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,ice tea,beverages
3,12,BONI Vleessalade 175g,1,1.6,1.6,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,meat spread,"meat, fish & veggie"
3,12,BONI Kipsalade 175g,1,1.75,1.75,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,meat spread,"meat, fish & veggie"
3,12,LUITEN filet americain uitjes 150g,1,1.55,1.55,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,meat spread,"meat, fish & veggie"
3,12,Boni pitabroodjes voorgebakken 6st 480g,1,1.07,1.07,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,pita bread,bakery
3,12,BONI pizza Prosciutto Crudo 385g,1,3.99,3.99,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,pizza,frozen foods
3,12,OKAY Gyros +-500g,1,5.42875,5.42875,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,pork,"meat, fish & veggie"
3,12,JOYVALLE pudding griesmeel natuur 135g,4,0.99,3.96,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,pudding,dairy & plant based
3,12,BONI tomatensoep met balletjes 950ml,1,1.99,1.99,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,0,soup,canned foods
3,12,FLORETTE groentenmix Bordje Krokant 250g,1,1.69,1.69,2021-12-09,Thursday,18:54:00,evening,supermarket,Okay,1,vegetable mix,fruit & vegetables
3,13,DRYCK HALLON,1,0.75,0.75,2021-12-10,Friday,10:55:00,morning,furniture store,Ikea,0,raspberry drink,beverages
3,13,EGENTID w thee,1,3.5,3.5,2021-12-10,Friday,10:55:00,morning,furniture store,Ikea,0,tea,beverages
3,14,GROF BROOD GESN.,2,2.5,5.0,2021-12-11,Saturday,09:47:00,morning,bakery,Sys,0,bread,bakery
3,15,LANG ZESGRANEN,1,2.5,2.5,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,bread,bakery
3,15,GROF BROOD GESN.,1,2.5,2.5,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,bread,bakery
3,15,KLEIN FRANS BROOD ,2,0.9,1.8,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,bread,bakery
3,15,CHOCOLADEKOEK,1,1.2,1.2,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,danish,bakery
3,15,VIERK. CREMEKOEK CH,1,1.3,1.3,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,danish,bakery
3,15,SUIS GELE CRÈME,1,1.3,1.3,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,danish,bakery
3,15,RONDE BOTERKOEK,1,1.3,1.3,2021-12-12,Sunday,10:47:00,morning,bakery,Sys,0,danish,bakery
3,16,RUMSTEAK,1,6.61,6.61,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,beef,"meat, fish & veggie"
3,16,RUMSTEAK,1,5.55,5.55,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,beef,"meat, fish & veggie"
3,16,BLAUW BESSEN 150GR,1,2.59,2.59,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,blueberries,fruit & vegetables
3,16,BLOEMKOOL,1,1.49,1.49,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,cauliflower,fruit & vegetables
3,16,HERTA GEROOKT SPEK,1,2.59,2.59,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
3,16,BEENHAM 150g,2,3.15,6.3,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
3,16,VERSNIJDIUNG DERDEN,1,15.61,15.61,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,charcuterie,"meat, fish & veggie"
3,16,150G LIGHT GERASPT,2,1.45,2.9,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,cheese,dairy & plant based
3,16,4X120G DLL GRATIN,1,2.79,2.79,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,cheese,dairy & plant based
3,16,MDS FAGOTIN TRADIT,1,3.25,3.25,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,cheese,dairy & plant based
3,16,12C DLL LUNGO 05,1,2.49,2.49,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,coffee,beverages
3,16,6x33c COCA ZERO,1,4.35,4.35,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,coke,beverages
3,16,LU PRINCE START,2,2.39,4.78,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,cookies,snacks
3,16,DANONE KAAS 500G,2,1.84,3.68,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,cream cheese,dairy & plant based
3,16,750G MCC DUCHESSE,2,3.89,7.78,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,croquettes,frozen foods
3,16,6 EIEREN ROLLIE,1,1.76,1.76,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,eggs,dairy & plant based
3,16,SCHELVISHAASJE MAP,1,5.16,5.16,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,fish,"meat, fish & veggie"
3,16,SCHELVISHAASJE MAP,1,5.31,5.31,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,fish,"meat, fish & veggie"
3,16,RODE POMPELMOES,1,0.9168999999999999,0.9168999999999999,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,grapefruits,fruit & vegetables
3,16,DRUIF MIX Z/P 500G,1,2.59,2.59,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,grapes,fruit & vegetables
3,16,4x FUZE TEA PEA HIB,2,2.85,5.7,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,ice tea,beverages
3,16,KIWI GEEL 6ST,1,4.49,4.49,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,kiwi,fruit & vegetables
3,16,CITROENEN,1,0.6014400000000001,0.6014400000000001,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,lemons,fruit & vegetables
3,16,PERSSINAAS 3KG,1,4.49,4.49,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,oranges,fruit & vegetables
3,16,CORDON BLEU,1,5.47,5.47,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,pork,"meat, fish & veggie"
3,16,FRAMBOOS 125G,1,2.49,2.49,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,1,raspberries,fruit & vegetables
3,16,SPINAZIE 450G,1,1.85,1.85,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,spinach,fruit & vegetables
3,16,FRISTI 1L,1,1.29,1.29,2021-12-12,Sunday,10:55:00,morning,supermarket,Delhaize,0,strawberry milk,dairy & plant based
4,17,AHMAALTIJDSLA,1,5.49,5.49,2021-12-15,Wednesday,12:07:00,noon,supermarket,Albert Heijn,1,lunch salad,fruit & vegetables
4,18,CAR DR. AMANDEL 1L,1,1.49,1.49,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,almond milk,dairy & plant based
4,18,CAR BIO MOUSSELINE,1,1.89,1.89,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,apple sauce,canned foods
4,18,GROENE ASPERGES,1,5.99,5.99,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,asparagus,fruit & vegetables
4,18,BANANEN CHIQUITA,1,1.4805599999999999,1.4805599999999999,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,bananas,fruit & vegetables
4,18,RODE PAPRIKA,1,0.72094,0.72094,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,bell peppers,fruit & vegetables
4,18,BROCCOLI 500G,1,0.99,0.99,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,broccoli,fruit & vegetables
4,18,ETNA ST NIC GUIM C,1,0.57,0.57,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,candy,snacks
4,18,GOUDAJONG SN 300,1,2.39,2.39,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,cheese,dairy & plant based
4,18,WP GER KAAS 3X100G,1,1.79,1.79,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,cheese,dairy & plant based
4,18,KIPILET 1/2,1,5.57,5.57,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,chicken,"meat, fish & veggie"
4,18,KIPFILET 1/2,1,5.73,5.73,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,chicken,"meat, fish & veggie"
4,18,M&M'S CRISPY 36G,1,0.88,0.88,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,1,chocolate,snacks
4,18,CAR RICOTTA 250G,1,0.89,0.89,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,cream cheese,dairy & plant based
4,18,KOMKOMMER,1,0.69,0.69,2021-11-20,Saturday,18:58:00,evening,supermarket,Carrefour,0,cucumber,fruit & vegetables
